item	page_id	paragraph_id	source_pdf	scan_page	category	annotation	context	proposed_correction	reviewer_and_date	evidence
10-016-U027	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	tentative reading	[[sternly?]]	ible]] / And [[illegible]] all thy [[illegible]] / [[illegible]] and [[sternly?]] [[illegible]] / [[illegible]] all [[illegible]] / [[illegible: final			Initial AI visual reading; no independent human check.
10-016-U028	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	illegible]] all thy [[illegible]] / [[illegible]] and [[sternly?]] [[illegible]] / [[illegible]] all [[illegible]] / [[illegible: final two lines and			Initial AI visual reading; no independent human check.
10-016-U029	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	l thy [[illegible]] / [[illegible]] and [[sternly?]] [[illegible]] / [[illegible]] all [[illegible]] / [[illegible: final two lines and revisions]] / [			Initial AI visual reading; no independent human check.
10-016-U030	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	] / [[illegible]] and [[sternly?]] [[illegible]] / [[illegible]] all [[illegible]] / [[illegible: final two lines and revisions]] / [[separate block: m			Initial AI visual reading; no independent human check.
10-016-U031	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible: final two lines and revisions]]	] and [[sternly?]] [[illegible]] / [[illegible]] all [[illegible]] / [[illegible: final two lines and revisions]] / [[separate block: manuscript page 29]] / [[Thither?]], ere gone, t			Initial AI visual reading; no independent human check.
10-016-U032	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	tentative reading	[[Thither?]]	two lines and revisions]] / [[separate block: manuscript page 29]] / [[Thither?]], ere gone, till hearts [[inserted: brave]] as fondly / And duly tr			Initial AI visual reading; no independent human check.
10-016-U033	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	cant avert the stroke / As thine the long gone, perished ages gave / [[illegible]] the vale and dell, as sweetly [[illegible]] / Of Love, Happiness a			Initial AI visual reading; no independent human check.
10-016-U034	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	, perished ages gave / [[illegible]] the vale and dell, as sweetly [[illegible]] / Of Love, Happiness and fondly [[dream?]] / Then they in after year			Initial AI visual reading; no independent human check.
10-016-U035	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	tentative reading	[[dream?]]	and dell, as sweetly [[illegible]] / Of Love, Happiness and fondly [[dream?]] / Then they in after years will [[inserted: mark]] the [[deleted: 			Initial AI visual reading; no independent human check.
10-016-U036	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[deleted: illegible]]	 [[dream?]] / Then they in after years will [[inserted: mark]] the [[deleted: illegible]] / Of [[illegible]] [[this?]] [[Where?]] [[illegible]] / A few, few y			Initial AI visual reading; no independent human check.
10-016-U037	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	fter years will [[inserted: mark]] the [[deleted: illegible]] / Of [[illegible]] [[this?]] [[Where?]] [[illegible]] / A few, few years, but dont [[			Initial AI visual reading; no independent human check.
10-016-U038	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	tentative reading	[[this?]]	l [[inserted: mark]] the [[deleted: illegible]] / Of [[illegible]] [[this?]] [[Where?]] [[illegible]] / A few, few years, but dont [[change?]] 			Initial AI visual reading; no independent human check.
10-016-U039	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	tentative reading	[[Where?]]	ed: mark]] the [[deleted: illegible]] / Of [[illegible]] [[this?]] [[Where?]] [[illegible]] / A few, few years, but dont [[change?]] them [[ille			Initial AI visual reading; no independent human check.
10-016-U040	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	the [[deleted: illegible]] / Of [[illegible]] [[this?]] [[Where?]] [[illegible]] / A few, few years, but dont [[change?]] them [[illegible]] / Old, g			Initial AI visual reading; no independent human check.
10-016-U041	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	tentative reading	[[change?]]	]] [[this?]] [[Where?]] [[illegible]] / A few, few years, but dont [[change?]] them [[illegible]] / Old, gaunt, and bald, and [[inserted: hope]] 			Initial AI visual reading; no independent human check.
10-016-U042	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	ere?]] [[illegible]] / A few, few years, but dont [[change?]] them [[illegible]] / Old, gaunt, and bald, and [[inserted: hope]] [[illegible]] / [[del			Initial AI visual reading; no independent human check.
10-016-U043	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	 them [[illegible]] / Old, gaunt, and bald, and [[inserted: hope]] [[illegible]] / [[deleted: The]] [[illegible]] and stern, yet [[illegible]] / [[il			Initial AI visual reading; no independent human check.
10-016-U044	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	 and bald, and [[inserted: hope]] [[illegible]] / [[deleted: The]] [[illegible]] and stern, yet [[illegible]] / [[illegible]] with youth grown [[in			Initial AI visual reading; no independent human check.
10-016-U045	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	pe]] [[illegible]] / [[deleted: The]] [[illegible]] and stern, yet [[illegible]] / [[illegible]] with youth grown [[inserted: hoar]] / That beaming m			Initial AI visual reading; no independent human check.
10-016-U046	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	le]] / [[deleted: The]] [[illegible]] and stern, yet [[illegible]] / [[illegible]] with youth grown [[inserted: hoar]] / That beaming mirth on [[hope			Initial AI visual reading; no independent human check.
10-016-U047	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	tentative reading	[[hope’s?]]	ible]] with youth grown [[inserted: hoar]] / That beaming mirth on [[hope’s?]] [[illegible]] / We’ll leave to pride and [[illegible]] / To be, as n			Initial AI visual reading; no independent human check.
10-016-U048	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	youth grown [[inserted: hoar]] / That beaming mirth on [[hope’s?]] [[illegible]] / We’ll leave to pride and [[illegible]] / To be, as now we, hope so			Initial AI visual reading; no independent human check.
10-016-U049	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	ming mirth on [[hope’s?]] [[illegible]] / We’ll leave to pride and [[illegible]] / To be, as now we, hope so, blest as these / [[illegible]] we [[ill			Initial AI visual reading; no independent human check.
10-016-U050	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	ride and [[illegible]] / To be, as now we, hope so, blest as these / [[illegible]] we [[illegible]] with thy gentle smile / That bids the care of day			Initial AI visual reading; no independent human check.
10-016-U051	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	ble]] / To be, as now we, hope so, blest as these / [[illegible]] we [[illegible]] with thy gentle smile / That bids the care of day, depart, depart / 			Initial AI visual reading; no independent human check.
10-016-U052	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	tentative reading	[[home?]]	 / That bids the care of day, depart, depart / Their all, then back, [[home?]] once again / And [[illegible]] will [[illegible]] our [[illegible]			Initial AI visual reading; no independent human check.
10-016-U053	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	y, depart, depart / Their all, then back, [[home?]] once again / And [[illegible]] will [[illegible]] our [[illegible]] / [[illegible: final line]]			Initial AI visual reading; no independent human check.
10-016-U054	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	heir all, then back, [[home?]] once again / And [[illegible]] will [[illegible]] our [[illegible]] / [[illegible: final line]]			Initial AI visual reading; no independent human check.
10-016-U055	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible]]	k, [[home?]] once again / And [[illegible]] will [[illegible]] our [[illegible]] / [[illegible: final line]]			Initial AI visual reading; no independent human check.
10-016-U056	10-016	10-016-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	16	unread writing	[[illegible: final line]]	nce again / And [[illegible]] will [[illegible]] our [[illegible]] / [[illegible: final line]]			Initial AI visual reading; no independent human check.
10-017-U001	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	[[separate block: manuscript page 30]] / [[illegible]] of [[illegible]] / Cling round [[illegible]] / And [[illegible]] / [[i			Initial AI visual reading; no independent human check.
10-017-U002	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	[[separate block: manuscript page 30]] / [[illegible]] of [[illegible]] / Cling round [[illegible]] / And [[illegible]] / [[illegible: one lin			Initial AI visual reading; no independent human check.
10-017-U003	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	 manuscript page 30]] / [[illegible]] of [[illegible]] / Cling round [[illegible]] / And [[illegible]] / [[illegible: one line]] / [[illegible]] with all			Initial AI visual reading; no independent human check.
10-017-U004	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	0]] / [[illegible]] of [[illegible]] / Cling round [[illegible]] / And [[illegible]] / [[illegible: one line]] / [[illegible]] with all the [[illegible]]			Initial AI visual reading; no independent human check.
10-017-U005	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible: one line]]	e]] of [[illegible]] / Cling round [[illegible]] / And [[illegible]] / [[illegible: one line]] / [[illegible]] with all the [[illegible]] / Of [[illegible]] [[inse			Initial AI visual reading; no independent human check.
10-017-U006	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	ng round [[illegible]] / And [[illegible]] / [[illegible: one line]] / [[illegible]] with all the [[illegible]] / Of [[illegible]] [[inserted: not]] [[			Initial AI visual reading; no independent human check.
10-017-U007	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	[[illegible]] / [[illegible: one line]] / [[illegible]] with all the [[illegible]] / Of [[illegible]] [[inserted: not]] [[illegible]] / [[illegible]] a			Initial AI visual reading; no independent human check.
10-017-U008	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	llegible: one line]] / [[illegible]] with all the [[illegible]] / Of [[illegible]] [[inserted: not]] [[illegible]] / [[illegible]] as [[illegible]] / [			Initial AI visual reading; no independent human check.
10-017-U009	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	]] with all the [[illegible]] / Of [[illegible]] [[inserted: not]] [[illegible]] / [[illegible]] as [[illegible]] / [[illegible: revised line]] / [[ill			Initial AI visual reading; no independent human check.
10-017-U010	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	e [[illegible]] / Of [[illegible]] [[inserted: not]] [[illegible]] / [[illegible]] as [[illegible]] / [[illegible: revised line]] / [[illegible]] those			Initial AI visual reading; no independent human check.
10-017-U011	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	f [[illegible]] [[inserted: not]] [[illegible]] / [[illegible]] as [[illegible]] / [[illegible: revised line]] / [[illegible]] those [[untimely?]] [[			Initial AI visual reading; no independent human check.
10-017-U012	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible: revised line]]	] [[inserted: not]] [[illegible]] / [[illegible]] as [[illegible]] / [[illegible: revised line]] / [[illegible]] those [[untimely?]] [[illegible]] / [[illegible]] th			Initial AI visual reading; no independent human check.
10-017-U013	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	ble]] / [[illegible]] as [[illegible]] / [[illegible: revised line]] / [[illegible]] those [[untimely?]] [[illegible]] / [[illegible]] thy own [[steril			Initial AI visual reading; no independent human check.
10-017-U014	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	tentative reading	[[untimely?]]	as [[illegible]] / [[illegible: revised line]] / [[illegible]] those [[untimely?]] [[illegible]] / [[illegible]] thy own [[sterile?]] hills / [[illegib			Initial AI visual reading; no independent human check.
10-017-U015	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	]] / [[illegible: revised line]] / [[illegible]] those [[untimely?]] [[illegible]] / [[illegible]] thy own [[sterile?]] hills / [[illegible]] wreaths o			Initial AI visual reading; no independent human check.
10-017-U016	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	: revised line]] / [[illegible]] those [[untimely?]] [[illegible]] / [[illegible]] thy own [[sterile?]] hills / [[illegible]] wreaths of [[inserted: 			Initial AI visual reading; no independent human check.
10-017-U017	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	tentative reading	[[sterile?]]	egible]] those [[untimely?]] [[illegible]] / [[illegible]] thy own [[sterile?]] hills / [[illegible]] wreaths of [[inserted: fair]] flowers / And wh			Initial AI visual reading; no independent human check.
10-017-U018	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	timely?]] [[illegible]] / [[illegible]] thy own [[sterile?]] hills / [[illegible]] wreaths of [[inserted: fair]] flowers / And whose [[illegible]] th			Initial AI visual reading; no independent human check.
10-017-U019	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	ls / [[illegible]] wreaths of [[inserted: fair]] flowers / And whose [[illegible]] the midnight [[illegible]] / [[illegible]] thoughts, of [[illegibl			Initial AI visual reading; no independent human check.
10-017-U020	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	 [[inserted: fair]] flowers / And whose [[illegible]] the midnight [[illegible]] / [[illegible]] thoughts, of [[illegible]] / Oft, [[illegible]] thy 			Initial AI visual reading; no independent human check.
10-017-U021	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	air]] flowers / And whose [[illegible]] the midnight [[illegible]] / [[illegible]] thoughts, of [[illegible]] / Oft, [[illegible]] thy endless [[ille			Initial AI visual reading; no independent human check.
10-017-U022	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	llegible]] the midnight [[illegible]] / [[illegible]] thoughts, of [[illegible]] / Oft, [[illegible]] thy endless [[illegible]] / [[illegible]] by [[			Initial AI visual reading; no independent human check.
10-017-U023	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	ight [[illegible]] / [[illegible]] thoughts, of [[illegible]] / Oft, [[illegible]] thy endless [[illegible]] / [[illegible]] by [[illegible]] / [[illeg			Initial AI visual reading; no independent human check.
10-017-U024	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	ible]] thoughts, of [[illegible]] / Oft, [[illegible]] thy endless [[illegible]] / [[illegible]] by [[illegible]] / [[illegible]] their [[illegible]]			Initial AI visual reading; no independent human check.
10-017-U025	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	s, of [[illegible]] / Oft, [[illegible]] thy endless [[illegible]] / [[illegible]] by [[illegible]] / [[illegible]] their [[illegible]] / [[illegible]]			Initial AI visual reading; no independent human check.
10-017-U026	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	]] / Oft, [[illegible]] thy endless [[illegible]] / [[illegible]] by [[illegible]] / [[illegible]] their [[illegible]] / [[illegible]] gone / [[illegible			Initial AI visual reading; no independent human check.
10-017-U027	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	gible]] thy endless [[illegible]] / [[illegible]] by [[illegible]] / [[illegible]] their [[illegible]] / [[illegible]] gone / [[illegible]] in [[illegi			Initial AI visual reading; no independent human check.
10-017-U028	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	[[illegible]] / [[illegible]] by [[illegible]] / [[illegible]] their [[illegible]] / [[illegible]] gone / [[illegible]] in [[illegible]] fall [[illegib			Initial AI visual reading; no independent human check.
10-017-U029	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	[[illegible]] by [[illegible]] / [[illegible]] their [[illegible]] / [[illegible]] gone / [[illegible]] in [[illegible]] fall [[illegible]] / [[illegib			Initial AI visual reading; no independent human check.
10-017-U030	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	illegible]] / [[illegible]] their [[illegible]] / [[illegible]] gone / [[illegible]] in [[illegible]] fall [[illegible]] / [[illegible: final two lines			Initial AI visual reading; no independent human check.
10-017-U031	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	egible]] their [[illegible]] / [[illegible]] gone / [[illegible]] in [[illegible]] fall [[illegible]] / [[illegible: final two lines]] / [[separate blo			Initial AI visual reading; no independent human check.
10-017-U032	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	legible]] / [[illegible]] gone / [[illegible]] in [[illegible]] fall [[illegible]] / [[illegible: final two lines]] / [[separate block: manuscript page			Initial AI visual reading; no independent human check.
10-017-U033	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible: final two lines]]	legible]] gone / [[illegible]] in [[illegible]] fall [[illegible]] / [[illegible: final two lines]] / [[separate block: manuscript page 31]] / These scenes these though			Initial AI visual reading; no independent human check.
10-017-U034	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	ard the just / Beyond [[deleted: Time’s]] [[inserted: the tomb’s]] [[illegible]] or dark oblivions rust. / Soon shall we pass away, nor [[illegible			Initial AI visual reading; no independent human check.
10-017-U035	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	illegible]] or dark oblivions rust. / Soon shall we pass away, nor [[illegible]] behind / To tell what we have been, a single trace / Like some frail			Initial AI visual reading; no independent human check.
10-017-U036	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	tentative reading	[[ready?]]	ll go and none may ever mark the place / Where we may fall, & this [[ready?]] busy race / Will have no time to pause, when we are gone / The young			Initial AI visual reading; no independent human check.
10-017-U037	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	pause, when we are gone / The young and gay, will laugh around the [[illegible]] / Of Life’s [[illegible]] will lead them [[on?]] / [[deleted: illegi			Initial AI visual reading; no independent human check.
10-017-U038	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	The young and gay, will laugh around the [[illegible]] / Of Life’s [[illegible]] will lead them [[on?]] / [[deleted: illegible]] [[illegible]] shal			Initial AI visual reading; no independent human check.
10-017-U039	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	tentative reading	[[on?]]	 around the [[illegible]] / Of Life’s [[illegible]] will lead them [[on?]] / [[deleted: illegible]] [[illegible]] shall [[illegible]] the [[p			Initial AI visual reading; no independent human check.
10-017-U040	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[deleted: illegible]]	the [[illegible]] / Of Life’s [[illegible]] will lead them [[on?]] / [[deleted: illegible]] [[illegible]] shall [[illegible]] the [[part?]] they [[illegible			Initial AI visual reading; no independent human check.
10-017-U041	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	fe’s [[illegible]] will lead them [[on?]] / [[deleted: illegible]] [[illegible]] shall [[illegible]] the [[part?]] they [[illegible]]			Initial AI visual reading; no independent human check.
10-017-U042	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	ill lead them [[on?]] / [[deleted: illegible]] [[illegible]] shall [[illegible]] the [[part?]] they [[illegible]]			Initial AI visual reading; no independent human check.
10-017-U043	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	tentative reading	[[part?]]	?]] / [[deleted: illegible]] [[illegible]] shall [[illegible]] the [[part?]] they [[illegible]]			Initial AI visual reading; no independent human check.
10-017-U044	10-017	10-017-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	17	unread writing	[[illegible]]	illegible]] [[illegible]] shall [[illegible]] the [[part?]] they [[illegible]]			Initial AI visual reading; no independent human check.
10-018-U001	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	[[separate block: manuscript page 32, continuation of verse]] / [[illegible]] the [[illegible]] of [[illegible]] / [[illegible: revised line]] / [			Initial AI visual reading; no independent human check.
10-018-U002	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	k: manuscript page 32, continuation of verse]] / [[illegible]] the [[illegible]] of [[illegible]] / [[illegible: revised line]] / [[illegible]] made 			Initial AI visual reading; no independent human check.
10-018-U003	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	e 32, continuation of verse]] / [[illegible]] the [[illegible]] of [[illegible]] / [[illegible: revised line]] / [[illegible]] made and [[illegible]]			Initial AI visual reading; no independent human check.
10-018-U004	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible: revised line]]	tion of verse]] / [[illegible]] the [[illegible]] of [[illegible]] / [[illegible: revised line]] / [[illegible]] made and [[illegible]] / Type of thy [[illegible]] / [			Initial AI visual reading; no independent human check.
10-018-U005	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	] the [[illegible]] of [[illegible]] / [[illegible: revised line]] / [[illegible]] made and [[illegible]] / Type of thy [[illegible]] / [[illegible]] t			Initial AI visual reading; no independent human check.
10-018-U006	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	[[illegible]] / [[illegible: revised line]] / [[illegible]] made and [[illegible]] / Type of thy [[illegible]] / [[illegible]] thy [[illegible]] / Of [[i			Initial AI visual reading; no independent human check.
10-018-U007	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	 revised line]] / [[illegible]] made and [[illegible]] / Type of thy [[illegible]] / [[illegible]] thy [[illegible]] / Of [[illegible]] their life long			Initial AI visual reading; no independent human check.
10-018-U008	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	] / [[illegible]] made and [[illegible]] / Type of thy [[illegible]] / [[illegible]] thy [[illegible]] / Of [[illegible]] their life long [[illegible]]			Initial AI visual reading; no independent human check.
10-018-U009	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	de and [[illegible]] / Type of thy [[illegible]] / [[illegible]] thy [[illegible]] / Of [[illegible]] their life long [[illegible]] / When care [[illeg			Initial AI visual reading; no independent human check.
10-018-U010	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	e]] / Type of thy [[illegible]] / [[illegible]] thy [[illegible]] / Of [[illegible]] their life long [[illegible]] / When care [[illegible]] / [[illegibl			Initial AI visual reading; no independent human check.
10-018-U011	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	[[illegible]] thy [[illegible]] / Of [[illegible]] their life long [[illegible]] / When care [[illegible]] / [[illegible]] [[inserted: ills all]] [[i			Initial AI visual reading; no independent human check.
10-018-U012	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	gible]] / Of [[illegible]] their life long [[illegible]] / When care [[illegible]] / [[illegible]] [[inserted: ills all]] [[illegible]] / [[illegible]]			Initial AI visual reading; no independent human check.
10-018-U013	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	llegible]] their life long [[illegible]] / When care [[illegible]] / [[illegible]] [[inserted: ills all]] [[illegible]] / [[illegible]] in Death [[il			Initial AI visual reading; no independent human check.
10-018-U014	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	e]] / When care [[illegible]] / [[illegible]] [[inserted: ills all]] [[illegible]] / [[illegible]] in Death [[illegible]] / [[inserted: a busy life’s w			Initial AI visual reading; no independent human check.
10-018-U015	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	[[illegible]] / [[illegible]] [[inserted: ills all]] [[illegible]] / [[illegible]] in Death [[illegible]] / [[inserted: a busy life’s work still half			Initial AI visual reading; no independent human check.
10-018-U016	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	le]] [[inserted: ills all]] [[illegible]] / [[illegible]] in Death [[illegible]] / [[inserted: a busy life’s work still half undone]] / [[illegible: 			Initial AI visual reading; no independent human check.
10-018-U017	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible: overlapping revisions]]	[[illegible]] / [[inserted: a busy life’s work still half undone]] / [[illegible: overlapping revisions]] / [[illegible]] until we come / [[illegible]] youth, the [[illegible			Initial AI visual reading; no independent human check.
10-018-U018	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	’s work still half undone]] / [[illegible: overlapping revisions]] / [[illegible]] until we come / [[illegible]] youth, the [[illegible]] of [[illegi			Initial AI visual reading; no independent human check.
10-018-U019	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	[[illegible: overlapping revisions]] / [[illegible]] until we come / [[illegible]] youth, the [[illegible]] of [[illegible]] / To the day [[illegible			Initial AI visual reading; no independent human check.
10-018-U020	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	revisions]] / [[illegible]] until we come / [[illegible]] youth, the [[illegible]] of [[illegible]] / To the day [[illegible]] last [[illegible]] / [[i			Initial AI visual reading; no independent human check.
10-018-U021	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	egible]] until we come / [[illegible]] youth, the [[illegible]] of [[illegible]] / To the day [[illegible]] last [[illegible]] / [[illegible]] to [[i			Initial AI visual reading; no independent human check.
10-018-U022	10-018	10-018-P01	George Douglas Papers Folder 7 - Poems Etc.pdf	18	unread writing	[[illegible]]	illegible]] youth, the [[illegible]] of [[illegible]] / To the day [[illegible]] last [[illegible]] / [[illegible]] to [[illegible]] / [[illegible]] 			Initial AI visual reading; no independent human check.
