page_id	source_pdf	scan_page	kind	transcript_blocks	unresolved_items	review_level	editorial_note
10-022	George Douglas Papers Folder 7 - Poems Etc.pdf	22	verse draft	1	14	initial AI visual reading of supplied scan	The poem has numbered stanzas distributed across the facing pages; the transcript follows the physical page order. Several lines are revised, including the line beginning “What sorrows.” The final stanza on page 41 is incomplete in this reading. A poem’s reference to Jim or to thirty years is not independent evidence for a family member’s age or identity. Continuation: 10-023.
10-023	George Douglas Papers Folder 7 - Poems Etc.pdf	23	verse draft	1	1	initial AI visual reading of supplied scan	Continuation of 10-022. “Pains” is written above the third line of the final stanza. The poem is unsigned; its speaker’s experience is not automatically that of the notebook’s owner.
10-024	George Douglas Papers Folder 7 - Poems Etc.pdf	24	calculations	1	2	initial AI visual reading of supplied scan	These pages contain scratch arithmetic without names, units, or transaction descriptions. Some figures overlap. The manuscript numbering jumps from 43 on the preceding scan to 46 and 49 here; no unprovided intervening pages have been reconstructed. Source PDF scan-page numbering remains continuous.
10-025	George Douglas Papers Folder 7 - Poems Etc.pdf	25	verse draft and calculations	1	14	initial AI visual reading of supplied scan	The darker opening verse and the faint lower material are distinguished. The date-like line includes “23 1873,” but the month and its relationship to the verse cannot be established. The right-page heading begins “Lifes Stormy”; its final word and most of the verse remain unreadable. This partial reading does not substitute a known poem for the manuscript.
10-026	George Douglas Papers Folder 7 - Poems Etc.pdf	26	verse draft and property calculations	1	22	initial AI visual reading of supplied scan	The poem is unsigned and cannot be assumed to record a particular family death. A reference to the Stygian shore is retained as poetic language. On the facing page, the figures before horses, hogs, and cattle may be values rather than animal counts; the units are not stated clearly. Similar 51235/148/36435 arithmetic is repeated more clearly on 10-027. Manuscript numbers 52 and 55 are as seen. A clearer related version appears at 10-047, Bachelor’s Lament, dated July 1875. The draft has variant wording; its missing words are not mechanically filled from that copy.
10-027	George Douglas Papers Folder 7 - Poems Etc.pdf	27	property calculation and purchase list	1	14	initial AI visual reading of supplied scan	“Personal P” is retained as an abbreviation, probably personal property. The arithmetic has not been corrected; decimal places are not supplied in the reference transcript. Many purchase-list items are crossed through, which may mark completion rather than textual deletion. The legible remaining quantities and amounts are preserved. Neither the property owner nor the purpose of the division is named.
10-028	George Douglas Papers Folder 7 - Poems Etc.pdf	28	purchase notes and calculations	1	15	initial AI visual reading of supplied scan	The spread contains overlapping calculations and short side notes. A few decimal points and digits remain uncertain. “Bk” is not securely expanded; the word read as Porter is preserved without deciding whether it denotes a commodity or a person. The side notes do not support identifying a named individual without further context. No attempt is made to reconcile the several independent calculations.
10-029	George Douglas Papers Folder 7 - Poems Etc.pdf	29	pen trials and calculations	1	8	initial AI visual reading of supplied scan	The place-name pen trials explicitly include Waxahachie, Ellis County, and Texas. They do not establish residence or a date. Some arithmetic overlaps and cannot be read consistently. The facing page is numbered 65 and contains no substantive entry.
10-030	George Douglas Papers Folder 7 - Poems Etc.pdf	30	survey sketches	1	6	initial AI visual reading of supplied scan	The left sketch is an irregular five-sided outline labeled J. D. Orr and tentatively 50 acres. Its bottom boundary is labeled 813; the top 548; right 372; two slanting sides have 150 and a less certain 241, with bearing extensions. The right sketch has an irregular left boundary and a rectangular indentation on the right. Labels are transcribed around each figure, but a textual list does not reproduce the geometry. Units and ownership are not stated; a survey name alone does not prove title to land. The handwritten page numbers appear to be 68 and 69.
10-031	George Douglas Papers Folder 7 - Poems Etc.pdf	31	verse fragment	1	9	initial AI visual reading of supplied scan	The five lines run across the gutter of the open notebook. They are transcribed as continuous lines across the spread, not as independent left and right page poems. Fading and the gutter prevent a complete reading. The fragment is unsigned and does not identify a child.
10-032	George Douglas Papers Folder 7 - Poems Etc.pdf	32	survey sketch and calculations	1	1	initial AI visual reading of supplied scan	The left drawing includes intersecting diagonal lines and labels 230, 400, 545, and a less certain 367. The drawn outline reaches the page edge; the transcript lists its labels but does not reproduce the geometry. The facing arithmetic is preserved without correction or an asserted final acreage. Some spacing is ambiguous, especially in the long-division work.
10-033	George Douglas Papers Folder 7 - Poems Etc.pdf	33	survey notes	1	4	initial AI visual reading of supplied scan	This fragment describes a stake, an elm 14 inches in diameter, and a branch. “vs” is the source’s surveying abbreviation, read as varas in the family version. The initial property name or reference, one bearing, and the closing tree description remain uncertain. These notes do not identify a complete parcel or owner.
10-034	George Douglas Papers Folder 7 - Poems Etc.pdf	34	survey notes, sketch, and calculations	1	8	initial AI visual reading of supplied scan	The surname Sublett is legible in a distance note, but the preceding property or person is not securely identified. The drawing includes a narrow side strip and cross-lines; several labels are faint. The arithmetic is transcribed without forcing its figures to agree. “vs” is expanded as varas in the family reading.
10-035	George Douglas Papers Folder 7 - Poems Etc.pdf	35	purchase accounts and calculations	1	4	initial AI visual reading of supplied scan	The leather price is somewhat faint. The February 18 purchase list names Elbert Winniford as intermediary (“By”), not necessarily buyer or recipient. The April 25 list has no repeated supplier heading. “No 5” is retained without guessing a fabric type. The inverted arithmetic on page 80 is separate and is not assumed to relate to the leather purchase.
10-036	George Douglas Papers Folder 7 - Poems Etc.pdf	36	purchase accounts and calculations	1	2	initial AI visual reading of supplied scan	Prices for the first two tinware items are not separately clear. The food or household item read as Soda and the cloth name remain tentative. The June 23 entry records payment to Ellis & White and a honey entry; the direction of the honey transaction is not specified. The scratch arithmetic is transcribed in groups without reconciliation or assuming it belongs to these purchases.
10-037	George Douglas Papers Folder 7 - Poems Etc.pdf	37	calculations and faint purchase list	1	4	initial AI visual reading of supplied scan	These calculations overlap a lighter purchase list. The underlying list is too faint and obscured for a reliable full reading; it is explicitly marked rather than silently omitted. The displayed results are retained even where the copied figures appear inconsistent. The purpose of the calculations is not identified.
10-038	George Douglas Papers Folder 7 - Poems Etc.pdf	38	corn account and calculations	1	7	initial AI visual reading of supplied scan	The named account records corn and a settlement involving Gibson. The extensive arithmetic below and on the facing page is not assumed to be part of Potter’s account. Several overlapping figures are unresolved. Manuscript numbers appear as 86 and 89; missing intervening numbers have not been filled with invented pages.
10-039	George Douglas Papers Folder 7 - Poems Etc.pdf	39	account ledger	1	4	initial AI visual reading of supplied scan	The surnames appear as Robison in the headings; the earlier index uses Robinson. Both sets of initials are tentative and should not be conflated. The left and right accounts contain work and reciprocal credits, but the direction of every entry is not established. The written total 19.00 and intermediate figures have not been adjusted to force agreement.
10-040	George Douglas Papers Folder 7 - Poems Etc.pdf	40	account ledger and calculations	1	11	initial AI visual reading of supplied scan	Large diagonal strokes cross the account, apparently a settlement mark; the entries remain transcribed. The intermediary for the February lumber and the initials before Douglas are not secure. The page 92 calculation field is densely overlapping and only partly recoverable. Written subtotals are preserved rather than recomputed.
10-041	George Douglas Papers Folder 7 - Poems Etc.pdf	41	account ledger, pen trials, and calculations	1	9	initial AI visual reading of supplied scan	The page is headed January 14, 1873, but the sale itself is dated November 26, 1872. Both dates are retained; the former may be a posting date. Large flourishes obscure the faint notes on manuscript page 94. The calculation blocks are not assigned to the sale. The right page number appears to be 97.
10-042	George Douglas Papers Folder 7 - Poems Etc.pdf	42	account ledger and calculations	1	5	initial AI visual reading of supplied scan	As on the preceding spread, a January 14, 1873 heading accompanies an older sale dated November 24, 1872. The second surname remains uncertain. The March 22 entry resembles Tom Dunn’s 175-foot entry on 10-012, but the headings are preserved separately. The left page contains overlapping arithmetic and is only partly legible.
10-043	George Douglas Papers Folder 7 - Poems Etc.pdf	43	pen trials, account, and calculations	1	15	initial AI visual reading of supplied scan	The large, elaborate lettering appears to be pen practice rather than a signed document. Most phrases are not securely readable; “County of Ellis” is clear. The facing page records a named account, but the surname is tentative. The arithmetic is not silently reconciled. The lettering covers older figures on page 100.
10-044	George Douglas Papers Folder 7 - Poems Etc.pdf	44	pen trials and calculations	1	19	initial AI visual reading of supplied scan	Multiple forms of Douglas/Douglass appear in ornamental pen practice. The flourish before the surname is not a securely identified given name or signature. The word read as Plantation occurs among practice text and does not establish a particular property or occupation. The inside cover is worn and the arithmetic is fragmentary.
10-045	George Douglas Papers Folder 7 - Poems Etc.pdf	45	poem	5	0	initial AI visual reading of supplied scan	Manuscript page 154. No author’s signature appears on this page. The heading “Parody” is retained without supplying an external source or attribution.
10-046	George Douglas Papers Folder 7 - Poems Etc.pdf	46	poem	4	0	initial AI visual reading of supplied scan	Manuscript page 153, in two columns. Part Second runs from the bottom of the left column to the top of the right; Part Third ends in two rotated margin lines. “Moore” the second and “Tom Moore” are the poem’s own descriptions, not a verified attribution. “times over” is reproduced as written. The text names Emma Couch, but neither her identity nor a historical relationship is established here.
10-047	George Douglas Papers Folder 7 - Poems Etc.pdf	47	poem	5	0	initial AI visual reading of supplied scan	A clearer version of passages also present in the faint notebook drafts at 10-021 and 10-026. The interlinear revision in stanza two is shown explicitly. No signature is visible. The poem’s references to aging, a lost beloved, and death are literary statements; they do not by themselves establish the author’s age, marital status, or a named person’s death.
10-048	George Douglas Papers Folder 7 - Poems Etc.pdf	48	poem continuation	3	0	initial AI visual reading of supplied scan	Manuscript page 75 continues manuscript page 74 at 10-049. Read 10-049 before 10-048. The date appears at the conclusion. The poem’s charges against Inez and its account of Ida are not independently established biographical facts.
10-049	George Douglas Papers Folder 7 - Poems Etc.pdf	49	poem	7	0	initial AI visual reading of supplied scan	Manuscript page 74. Continued at 10-048 (manuscript page 75), where the poem is dated July 1875. The repeated “what what” is retained. “A Douglas” appears in the poem, but it is not an author’s signature. Brushy is not assigned to a specific modern location here. The accusations about Ida, Inez, and women generally are the speaker’s rhetoric, not independently verified statements.
10-050	George Douglas Papers Folder 7 - Poems Etc.pdf	50	poem	5	0	initial AI visual reading of supplied scan	Manuscript page 13, continuing at 10-051 (page 14). “Funny throats” and “evening’s dawn” are retained as written. The speaker’s childhood landscape is called Brushy, but the poem alone does not securely identify either its author or the geographical location. The complete identified reading order is 10-050, 10-051, 10-060, 10-061, 10-052, 10-053 (manuscript pages 13–18).
10-051	George Douglas Papers Folder 7 - Poems Etc.pdf	51	poem continuation	4	0	initial AI visual reading of supplied scan	Manuscript page 14 continues 10-050 (page 13). It continues at 10-060 (page 15), then 10-061 (page 16), 10-052 (page 17), and 10-053 (page 18). The flower battle is explicitly a child’s game, not an account of a military engagement.
10-052	George Douglas Papers Folder 7 - Poems Etc.pdf	52	poem continuation	4	0	initial AI visual reading of supplied scan	Manuscript page 17 follows the displaced pages 15 and 16 at 10-060 and 10-061. The final stanza continues at 10-053 (page 18). Revisions in the birdsong stanza are recorded rather than silently discarded.
10-053	George Douglas Papers Folder 7 - Poems Etc.pdf	53	poem continuation	3	0	initial AI visual reading of supplied scan	Manuscript page 18 continues the playtime stanza at 10-052. “Firing” appears in the line about paying no heed and is retained, although “giving” would be expected in context. The enlarged native scan resolves the end of the venom line as “natively inbred.” This page has no separate title, date, or signature. The complete identified reading order is 10-050, 10-051, 10-060, 10-061, 10-052, 10-053 (manuscript pages 13–18).
10-054	George Douglas Papers Folder 7 - Poems Etc.pdf	54	poem	3	3	initial AI visual reading of supplied scan	Manuscript page 64; continues on manuscript page 65 at 10-057, then page 66 at 10-056. That concluding page is dated February 1873. Faded words are marked; the line beginning “The grandly great” is not completed from the rhyme or expected meaning. Miss Ida is not identified beyond the dedication.
10-055	George Douglas Papers Folder 7 - Poems Etc.pdf	55	poem continuation	3	3	initial AI visual reading of supplied scan	Manuscript page 63, a conclusion whose river imagery and gossamer stanza also appear in the faint drafts at 10-016–10-018. Several words are faded even in the native scan. The place and duration of the speaker’s life cannot be inferred from the general meditation on death. The opening is at 10-059 (page 61), followed by 10-058 (page 62) and this page (63).
10-056	George Douglas Papers Folder 7 - Poems Etc.pdf	56	poem continuation	3	4	initial AI visual reading of supplied scan	Manuscript page 66 concludes “Things I Love.” Read 10-054 (page 64), 10-057 (page 65), then this page. Several words fade at a vertical band in the scan and remain tentative. The concluding religious language is transcribed as the poem’s statement of faith.
10-057	George Douglas Papers Folder 7 - Poems Etc.pdf	57	poem continuation	2	6	initial AI visual reading of supplied scan	Manuscript page 65 is the middle page of “Things I Love”: read 10-054, 10-057, 10-056. Faded ends of lines remain marked rather than filled solely from rhyme. “Annealed” is the visible source word. The difficult phrase following “raptured thrill” is a tentative reading, not a reconstructed line.
10-058	George Douglas Papers Folder 7 - Poems Etc.pdf	58	poem continuation	4	5	initial AI visual reading of supplied scan	Manuscript page 62 continues page 61 at 10-059 and precedes page 63 at 10-055. Several pale phrases remain unresolved. The poem’s Indigenous imagery and generalized historical claims are preserved as literary content, not archaeological evidence or verified local history.
10-059	George Douglas Papers Folder 7 - Poems Etc.pdf	59	poem	5	3	initial AI visual reading of supplied scan	Manuscript page 61. Read 10-059, 10-058, 10-055 (manuscript pages 61–63); the conclusion is dated June 1874. “Grave” is inserted above the first stanza. The poem imagines an Indigenous grave and presents a nineteenth-century narrative of Indigenous disappearance. Neither the grave’s identity or age nor the claim of disappearance is independently established by this poem. No tribal identity or precise landmark is supplied.
10-060	George Douglas Papers Folder 7 - Poems Etc.pdf	60	poem continuation	4	1	initial AI visual reading of supplied scan	Manuscript page 15 is displaced in the PDF. Read 10-050, 10-051, 10-060, 10-061, 10-052, 10-053 for manuscript pages 13–18. “Stripes” is retained in the final stanza; the last word of that line is uncertain. The final stanza continues at 10-061.
10-061	George Douglas Papers Folder 7 - Poems Etc.pdf	61	poem continuation	4	0	initial AI visual reading of supplied scan	Manuscript page 16 follows 10-060 and precedes 10-052. This locates the two manuscript pages displaced from the poem’s earlier scan sequence. The closing stanza is syntactically difficult; its words and line divisions are preserved without rewriting the archival text into smoother theology. The final phrase appears to be “Resting the bliss,” not silently changed to “Tasting.”
10-062	George Douglas Papers Folder 7 - Poems Etc.pdf	62	contents list on reused military form	2	7	initial AI visual reading of supplied scan	The list is written over an unfilled printed Confederate Army descriptive-roll form. The numbers are notebook references, not scan-page identifiers. Several titles are repeated. Some faint entries and the surname before “Esq.” remain uncertain. The printed form headings do not describe the people named in the literary contents list.
10-063	George Douglas Papers Folder 7 - Poems Etc.pdf	63	journal	4	24	initial AI visual reading of supplied scan	An independent partial reading of a journal written on a reused military form. The page is dark and several names and letter sequences are unclear. Superscript numbers occur within the lists; their purpose is not explained, so they are retained without converting them into ages, quantities, or dates. No full names are supplied for initials. The January 1866 lists and later entries need further manuscript review.
10-064	George Douglas Papers Folder 7 - Poems Etc.pdf	64	journal	3	9	initial AI visual reading of supplied scan	Dark scan of another reused printed military form. Most of the August entry is too faint for a dependable full reading; it mentions “Cousin Mollie.” The September entry describes a wedding and the season’s first norther, a cold wind, but the place name remains tentative. Neither the marrying couple nor the diarist is identified on this page.
10-065	George Douglas Papers Folder 7 - Poems Etc.pdf	65	poem	3	0	initial AI visual reading of supplied scan	Manuscript page 5, on a reused military form. Continues through 10-066–10-068, ending with a May 1, 1866 date. “Elm Grove” and the four rivals’ labels are left as the poem presents them; no identities or modern place locations are inferred. Hymen’s bower is an image of marriage. The light, competitive rhetoric does not establish actual engagements.
10-066	George Douglas Papers Folder 7 - Poems Etc.pdf	66	poem continuation	4	0	initial AI visual reading of supplied scan	Manuscript page 6 follows 10-065 and continues at 10-067. The names in quotation marks function as the poem’s labels. The charge of deception against a rival and references to gossip are literary claims, not verified conduct. “Ans” is reproduced as written, apparently a shortened “ands.”
10-067	George Douglas Papers Folder 7 - Poems Etc.pdf	67	poem continuation	3	0	initial AI visual reading of supplied scan	Manuscript page 7 follows 10-066 and continues at 10-068. “Unsoond” and “howies” are retained as visible nonstandard forms; the precise sense of “howies” is unclear. The extravagant curses and threat are part of a comic rivalry poem, not evidence that a physical attack occurred. “Paddy” is the source’s dated ethnic stereotype.
10-068	George Douglas Papers Folder 7 - Poems Etc.pdf	68	poem conclusion and epigrams	8	2	initial AI visual reading of supplied scan	Manuscript page 8 concludes 10-065–10-067. The final question is underlined. “Verdant Hill” may be a joking designation or persona; no real identity is assigned. Four separate epigrams occupy the lower part of the page in two columns. Their jokes about Liberty, prayer meetings, compositions, and funerals are reproduced as satire, not as a verified description of a community. Two names remain tentative.
10-069	George Douglas Papers Folder 7 - Poems Etc.pdf	69	poem	5	0	initial AI visual reading of supplied scan	Manuscript page 9 refers back to the rivals in 10-065–10-068. “Shiloh” is inserted above the line listing them. The page explicitly directs the reader to manuscript page 53 for its continuation. The speaker presents himself as unknown; this is not an author’s signature. “Whales” is retained as written. The continuation has been located at 10-093–10-096 (manuscript pages 33–36); 10-093 explicitly says “Continued from 9th page.” The forward reference here was read as 53 and is retained pending closer numeral comparison.
10-070	George Douglas Papers Folder 7 - Poems Etc.pdf	70	prose essay	2	0	initial AI visual reading of supplied scan	Manuscript page 10 continues at 10-071. This is the writer’s satirical criticism, not a neutral survey. The location and date become explicit on the following page: Ellis County, Texas, May 1866. “Native and Adopted citizens” here distinguishes local-born residents and newcomers in the writer’s wording; it is not an identification of Indigenous ancestry. Song titles are transcribed, not attributed to an external version.
10-071	George Douglas Papers Folder 7 - Poems Etc.pdf	71	prose essay continuation	2	5	initial AI visual reading of supplied scan	Manuscript page 11 concludes the essay begun at 10-070. A few faded phrases, especially at the bottom, remain uncertain. The place and month-year are explicit. Broad claims about everyone’s behavior or feelings are the writer’s judgments and are not independently established.
10-072	George Douglas Papers Folder 7 - Poems Etc.pdf	72	journal entry	4	10	initial AI visual reading of supplied scan	Manuscript page 12. School proprietor’s surname and several faded words remain uncertain. An “examination” here includes a public stage exhibition. The writer’s “Hymeneal affair” refers to a romantic or marital connection but does not identify a couple or independently establish a wedding. The final lines are washed out.
10-073	George Douglas Papers Folder 7 - Poems Etc.pdf	73	personal reflection	1	12	initial AI visual reading of supplied scan	Manuscript page 13 is unsigned and undated. The preceding page is dated July 4, 1866; this does not establish this page’s date or author. Sixteen years is an explicit statement, but a circa-1850 arrival would be an inference contingent on dating and identification. The writer’s opinions about climate, inhabitants and millers are not independently verified. The lower portion is faded and several connecting clauses remain unreadable.
10-074	George Douglas Papers Folder 7 - Poems Etc.pdf	74	prose essay	2	0	initial AI visual reading of supplied scan	Manuscript page 14 continues at 10-075. This is a general reflection, not a list of the writer’s own identified relatives. The following page says it was written at a young lady’s request at Seclusion, September 20, 1866.
10-075	George Douglas Papers Folder 7 - Poems Etc.pdf	75	essay conclusion and sonnet	2	0	initial AI visual reading of supplied scan	Manuscript page 15 concludes “Home” at 10-074, dated Seclusion, September 20, 1866. A separate sonnet is dated Seclusion, July 1866. The sonnet’s unusual words “elysion” and “atherian” are retained as read; the revised seventh line is syntactically awkward. “Blent Flowers” is the title as read. Seclusion is not expanded into a geographic identification.
10-076	George Douglas Papers Folder 7 - Poems Etc.pdf	76	poem	6	0	initial AI visual reading of supplied scan	Manuscript page 16 continues at 10-077, where it is signed Geo. Douglas and dated November 18, 1866. The recipient is given here only by initials. The printed form is reused stationery, not a completed enlistment record.
10-077	George Douglas Papers Folder 7 - Poems Etc.pdf	77	poems	3	3	initial AI visual reading of supplied scan	Manuscript page 17 concludes 10-076. The signature Geo. Douglas and date Seclusion, November 18, 1866 are explicit. A separate verse below is dated June 27, 1869, with a short initial-like mark. Its third line ends “ever” without a clear following verb; this is retained. The farm name and “hearts” remain uncertain.
10-078	George Douglas Papers Folder 7 - Poems Etc.pdf	78	comic poem	7	0	initial AI visual reading of supplied scan	Manuscript page 18 begins a comic poem continued through 10-080, dated Seclusion, December 8, 1866. Initials are not expanded with certainty. The bone becomes an insult to a person in the final stanza; its gnawing imagery is figurative.
10-079	George Douglas Papers Folder 7 - Poems Etc.pdf	79	comic poem continuation	7	0	initial AI visual reading of supplied scan	Manuscript page 19 continues 10-078; concludes at 10-080. The speaker says he was in the army, within a comic poem. This line alone does not identify an author or military unit.
10-080	George Douglas Papers Folder 7 - Poems Etc.pdf	80	poem conclusion and album verse	4	1	initial AI visual reading of supplied scan	Manuscript page 20 concludes 10-078–10-079 with an allusion to Balaam’s animal and a proposal of tar and feathers. This is a satirical threat within verse, not evidence that an assault took place. A separate “For an Album” is dated February 12, 1867 and signed Geo. A blot obscures part of the final line.
10-081	George Douglas Papers Folder 7 - Poems Etc.pdf	81	album poem	6	2	initial AI visual reading of supplied scan	Manuscript page 21. Part of the second line of the final stanza remains unreadable after enlargement. The last line reads “Nor breathes for others woes a sigh”; it is not silently reversed to make a conventionally sympathetic ending. No author or recipient is named.
10-082	George Douglas Papers Folder 7 - Poems Etc.pdf	82	love poem	7	0	initial AI visual reading of supplied scan	Manuscript page 22 continues through 10-084, where it is signed Geo. Douglas, Seclusion, October 15, 1866. Mary is named in the poem; her remaining initials are not expanded. “Red Oak” is named as a watercourse in the poem. Unusual syntax, such as “Drawn with true magnet,” is retained.
10-083	George Douglas Papers Folder 7 - Poems Etc.pdf	83	love poem continuation	7	0	initial AI visual reading of supplied scan	Manuscript page 23 continues 10-082 and leads to 10-084. “Through scattering and few” is retained as written; it may have been intended as “though.” The closing two lines begin a stanza completed on the next page. The love and hope expressed belong to the speaker, not an established reciprocal relationship.
10-084	George Douglas Papers Folder 7 - Poems Etc.pdf	84	poem conclusion and new poem	6	0	initial AI visual reading of supplied scan	Manuscript page 24 concludes 10-082–10-083 with Geo. Douglas’s signature and October 15, 1866 date. “Friendships first brightling” is retained. “To the Same” then begins and continues at 10-085. The unusual wording “Minstrels gay foes” is transcribed as read, without replacing it with a conjectural bird phrase.
10-085	George Douglas Papers Folder 7 - Poems Etc.pdf	85	love poem continuation	4	1	initial AI visual reading of supplied scan	Manuscript page 25 continues “To the Same” from 10-084. A date at the right edge reads Nov 186 followed by loss; it is not completed conjecturally. The following stanza has the separate date January 27, 1867. Some unusual phrasing, including “ranging hopes,” is retained.
10-086	George Douglas Papers Folder 7 - Poems Etc.pdf	86	satirical poem	1	0	initial AI visual reading of supplied scan	Manuscript page 26 begins a long satirical poem continued through 10-090. “To twain bright garland posies weaving ever” is unusual wording retained as read. The social and physical descriptions are the speaker’s often unkind judgments. This verse should not be treated as a verified report about identifiable people.
10-087	George Douglas Papers Folder 7 - Poems Etc.pdf	87	satirical poem continuation	2	1	initial AI visual reading of supplied scan	Manuscript page 27 continues 10-086 and leads to 10-088. Unusual syntax and “peped” are retained. The verb before “about” near the bottom is uncertain. Derogatory descriptions of widows and young women are the writer’s language, not editorial judgments.
10-088	George Douglas Papers Folder 7 - Poems Etc.pdf	88	satirical poem continuation	2	0	initial AI visual reading of supplied scan	Manuscript page 28 continues 10-087 and leads to 10-089. The unusual phrase “by the forewarning head” is retained as read; its meaning is uncertain. The boasts and imagined courtship behavior are part of a comic speaker’s voice, not established actions by an identified ancestor.
10-089	George Douglas Papers Folder 7 - Poems Etc.pdf	89	satirical poem continuation	2	1	initial AI visual reading of supplied scan	Manuscript page 29 continues 10-088 and leads to 10-090. The geographic or mythological name before “bright congenial shores” is uncertain; Cythera is a tentative reading only. Several grammatically irregular lines remain as written. The attacks on critics are the speaker’s rhetoric.
10-090	George Douglas Papers Folder 7 - Poems Etc.pdf	90	poem conclusion	2	1	initial AI visual reading of supplied scan	Manuscript page 30 concludes 10-086–10-089, dated September 1866. Several unusual phrases are retained, including “propitious climes,” “sweetish of caress,” and the final line. A deleted word before “maiden” is illegible. The romantic scene is a poetic description, not evidence of a particular relationship.
10-091	George Douglas Papers Folder 7 - Poems Etc.pdf	91	reflective poem	6	0	initial AI visual reading of supplied scan	Manuscript page 31 continues at the top of 10-092, dated Seclusion, August 23, 1866. “What once” and the unusual syntax of the longer stanza are retained. The poem’s buried hopes and blighted life are figurative statements, not proof of a named bereavement.
10-092	George Douglas Papers Folder 7 - Poems Etc.pdf	92	poems and marginal verse	5	1	initial AI visual reading of supplied scan	Manuscript page 32 contains three distinguishable pieces: the conclusion of 10-091, dated August 23, 1866; a new poem continuing into the lower right margin, signed George Douglas and dated January 14, 1867; and a separate eight-line marginal verse signed G. D. The marginal writing was rotated for reading. “Simoons” denotes the poem’s hot desert winds; the metaphors do not establish travel to a desert. The word before “waste” in the short verse remains uncertain.
10-093	George Douglas Papers Folder 7 - Poems Etc.pdf	93	comic poem continuation	4	0	initial AI visual reading of supplied scan	Manuscript page 33 explicitly continues page 9, which is scan 10-069; the poem runs through 10-096. Here Miss McFarland and Miss Maggie Bell are named, but the men’s sobriquets remain unexpanded. “Howies,” “incog,” and awkward rhymes are retained. The boast about firing from behind a log is a metaphor for anonymous verse, not a report of shooting. The July 4 encounter is a claim in comic verse, not independently corroborated.
10-094	George Douglas Papers Folder 7 - Poems Etc.pdf	94	comic poem continuation	4	0	initial AI visual reading of supplied scan	Manuscript page 34 continues 10-093 and leads to 10-095. Kitty, Samuel Pace, Laura, and Pleasant hill are named in the verse, but their identities and the literal truth of the romantic competition are not established. “A modern Pope” is a literary allusion in a boast about poetry; no external attribution is asserted.
10-095	George Douglas Papers Folder 7 - Poems Etc.pdf	95	comic poem continuation	4	0	initial AI visual reading of supplied scan	Manuscript page 35 continues 10-094 and leads to 10-096. “Delphine” and “leige” are retained as written. Generals, corporal, gunpowder, and siege belong to the courtship metaphor and do not establish military ranks or a violent incident. The poem claims Sammy won Laura’s heart; this is not a marriage record.
10-096	George Douglas Papers Folder 7 - Poems Etc.pdf	96	poem conclusion and epigrams	3	1	initial AI visual reading of supplied scan	Manuscript page 36 concludes the poem begun at 10-069 and resumed at 10-093–10-095; dated July 30, 1866. The awkward second couplet is retained. Two separate epigrams below mock unmarried women and marriage. A “curtain lecture” is a domestic scolding in the joke, not a documented event. No signature appears here.
10-097	George Douglas Papers Folder 7 - Poems Etc.pdf	97	reflective poem	7	0	initial AI visual reading of supplied scan	Manuscript page 37 continues at 10-098, dated Seclusion, August 26, 1866. The poem’s infant, mother, angels, and later despair are generalized images. No particular child or mother is identified.
10-098	George Douglas Papers Folder 7 - Poems Etc.pdf	98	poem conclusion	6	0	initial AI visual reading of supplied scan	Manuscript page 38 concludes 10-097, dated August 26, 1866. The final stanza imagines an early grave as preserving childhood innocence. It is literary and religious reflection, not a death notice or evidence that a particular child died.
10-099	George Douglas Papers Folder 7 - Poems Etc.pdf	99	reflective love poem	4	0	initial AI visual reading of supplied scan	Manuscript page 39 has a continuation reference read as page 52. The writer imagines winning an unnamed beloved’s heart; this is hope, not proof of a relationship. Some grammar is irregular and has not been silently repaired in the reference transcript. The continuation is at 10-112 (manuscript page 52), which explicitly refers back to page 39, and then 10-113.
10-100	George Douglas Papers Folder 7 - Poems Etc.pdf	100	comic apology poem	7	1	initial AI visual reading of supplied scan	Manuscript page 40 continues at 10-101, dated August 15, 1866. The line about forwarding the rhyme contains uncertain or awkward wording. “By my impassioned nature drives” and the final lines are retained despite irregular syntax. This poem refers to the recipient’s reported offense at anonymous verses; it does not establish the identities behind the earlier sobriquets.
10-101	George Douglas Papers Folder 7 - Poems Etc.pdf	101	poem conclusion	7	0	initial AI visual reading of supplied scan	Manuscript page 41 concludes 10-100, dated August 15, 1866. “Humbly” is repeated in the source. The parenthetical exception reads “one lovely girl” after enlargement. The poet promises to invoke the Parnassian Nine, a classical reference to the Muses. He does not reveal his name on this page.
10-102	George Douglas Papers Folder 7 - Poems Etc.pdf	102	poem	3	1	initial AI visual reading of supplied scan	Manuscript page 42 continues at 10-103, dated Seclusion, August 21, 1866. The dedication appears to give the surname Green, but the letters after the capital are indistinct; it remains a tentative reading. The nearby poems use M. L. G. and may concern the same person, but the full identity is not established. The classical invocation is literary imagery.
10-103	George Douglas Papers Folder 7 - Poems Etc.pdf	103	poem conclusion	3	0	initial AI visual reading of supplied scan	Manuscript page 43 concludes “Invocation” at 10-102. The date is August 21, 1866. “Which requires no grosser props our to insure” is awkward wording retained as read; the family version gives its apparent general sense without inventing a missing object. “Adamant” is used as a metaphor for something enduring or unyielding.
